datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2009/11/7,1557.176,197.68,348305.16,6495,2187,408,10014,13343.93333
2009/11/8,2508.002,226.688,350280.57,10429.6,4941,2075,14871,19913.03337
2009/11/9,1409.268,177.874,350748.23,5909.8,1125,467,7640,14255.79999
2009/11/10,1606.184,167.302,349201.41,6693.4,1118,432,11788,13431.73334
2009/11/11,2040.48,223.068,349014.75,8603.6,2338,5105,11214,15351.00002
2009/11/12,1463.066,153.198,348777.61,6124.8,1486,429,9403,13066.43332
2009/11/13,1532.926,156.932,347379.42,6417.2,1856,407,9178,14107.76668
2009/11/14,2560.456,245.848,345920.26,10733,4169,2411,18868,17226.26666
2009/11/15,1967.308,211.148,346068.53,8321,991,5278,9446,17073.4667
2009/11/16,1514.468,157.194,348314.22,6340.6,2021,545,9354,13321.13339
2009/11/17,1708.294,167.628,349431.26,7075.4,0,453,11616,16402.56669
2009/11/18,2639.174,203.88,347467.2,11067.6,6012,7655,13787,16532.23341
2009/11/19,1474.848,149.054,349884.1,6121.6,0,481,10936,13163.80001
2009/11/20,1961.016,146.026,347878.61,8196.8,843,407,12816,18617.60001
2009/11/21,2496.856,211.304,346494.05,10484.8,5694,1997,12553,21370.26659
2009/11/22,2450.976,222.638,347151.89,10358.2,6774,411,16097,17567.6
2009/11/23,1471.122,148.338,349549.51,6100.8,0,402,8230,15886.70001
2009/11/24,2128.856,153.82,348446.2,8899,2491,4579,9086,19324.93336
2009/11/25,1980.13,175.476,347297.45,8309.2,745,5083,10596,16578.1667
2009/11/26,1599.626,141.542,349406.59,6640.2,2262,407,10069,13922.43334
2009/11/27,1380.026,133.052,348276.7,5704,0,396,11599,11005.43332
2009/11/28,1858.95,225.218,347898.89,7784.8,3199,386,14350,13047.49997
2009/11/29,1650.962,191.056,350364.56,6878.4,1073,3061,7828,15554.03336
2009/11/30,1745.19,153.382,351020.6,7232.2,1080,361,12039,15606.50001
2009/12/1,1756.378,141.874,349391.74,7312.8,0,354,10821,18097.96673
2009/12/2,2345.668,170.23,348003.81,9820.4,1143,7052,12851,18048.46667
2009/12/3,1479.688,145.222,350329.1,6182.4,1039,402,9906,13314.46667
2009/12/4,1711.294,183.222,350475.41,7178.6,1158,352,9134,17877.56663
2009/12/5,2351.762,274.112,347470.21,9968.4,3822,351,13324,21699.03329
2009/12/6,2378.288,291.892,347427.75,10056,2850,4175,12420,20193.13333
2009/12/7,1742.638,165.088,349262.78,7294.8,1132,358,10291,17262.96666
2009/12/8,2006.884,179.192,350972.75,8338,1108,350,15376,16614.0666
2009/12/9,1802.356,187.594,349066.54,7559.8,2054,3355,7971,16659.26662
2009/12/10,2057.256,223.412,348165.79,8595.6,2825,349,15436,15677.60002
2009/12/11,1784.462,219.624,351779.21,7388.4,1546,385,11251,16559.03339
2009/12/12,1816.38,248.73,352712.09,7576.2,1087,4120,8198,16867.99997
2009/12/13,2138.814,222.19,352076.54,8877.4,3984,417,13178,18067.90003
2009/12/14,1794.862,151.982,354454.29,7376,1090,2280,10742,15802.36671
2009/12/15,1940.116,162.344,354302.18,7941,1111,392,14084,16748.26666
2009/12/16,1394.874,154.43,355990.85,5750.4,1143,2943,8104,11057.9
2009/12/17,1717.182,148.97,355527.55,6971.4,0,308,14395,13916.69996
2009/12/18,1744.706,160.418,355096.59,7154.4,1195,304,11466,16113.43334
2009/12/19,2204.334,137.608,354145.74,8989.8,1165,2662,13681,19230.90004
2009/12/20,1144.166,122.1,356306.41,4672,1237,313,7795,9724.433377
2009/12/21,2034.966,171.948,354829.27,8320.8,3293,282,11473,18868.1
2009/12/22,1888.022,153.362,353863.35,7726.6,0,285,15829,15353.03338
2009/12/23,1455.2,135.416,355505.71,5934.8,1143,284,11205,11621.33333
2009/12/24,2905.894,203.66,354002.57,11942.8,5184,5575,15198,22474.56661
2009/12/25,2127.648,192.384,350767.15,8823.8,3371,3895,14288,13906.79994
2009/12/26,2183.618,160.884,349150.63,9081.2,1186,4294,16047,14866.63333
2009/12/27,2195.452,207.164,349439.1,9165.2,4218,318,12450,19604.86664
2009/12/28,2094.098,181.668,351039.76,8688,2175,2063,14934,15729.63329
2009/12/29,2047.968,242.05,350183.54,8514.2,1260,346,10205,22321.8
2009/12/30,2451.11,266.794,347115.21,10322.6,5284,4539,12484,18544.8334
2009/12/31,2211.892,186.612,346980.7,9218.4,0,387,19409,17068.86665
2010/1/1,1224.252,165.336,349294.64,5093.4,2304,327,3558,14215.19999
2010/1/2,1309.268,199.546,352332.84,5489.8,801,298,6425,14297.13341
2010/1/3,2083.454,191.61,350992.12,8703.6,3842,4920,10074,15888.23336
2010/1/4,1604.132,156.404,353806.73,6623.2,0,292,10812,15631.53334
2010/1/5,2219.78,148.936,352110.29,9139.8,1785,293,16468,18450.33336
2010/1/6,1777.18,152.08,353138.13,7361.4,1731,3256,11359,13273.66666
2010/1/7,1769.442,115.024,352668.33,7300.4,1198,255,12936,15101.70005
2010/1/8,1797.208,159.78,351942.93,7418,0,994,12531,16428.46674
2010/1/9,2336.9,199.4,351172.42,9696.2,2781,4855,14734,16578.33333
2010/1/10,2508.466,227.17,351130.49,10406,3564,2032,14108,22103.76667
2010/1/11,1518.684,156.206,354339.52,6242.6,1251,340,10279,13441.40001
2010/1/12,1995.796,202.538,352730.52,8265,1803,3643,12509,15308.26668
2010/1/13,1995.796,202.538,352730.52,8265,1803,3643,12509,15308.26668
2010/1/14,2116.224,239.598,352565.09,8804.6,2442,3727,12490,16611.40004
2010/1/15,2196.76,218.29,350965.1,9122.4,1957,2952,13546,18157.66664
2010/1/16,2150.112,242.518,349985.14,8956.4,2605,2415,13652,17163.20003
2010/1/17,1906.556,188.986,349261.93,7951,1992,298,15044,14441.93328
2010/1/18,1881.098,191.772,350836.37,7807,617,295,12981,17458.6333
2010/1/19,2433.508,161.754,349953.28,10086.6,2044,653,19311,18550.46668
2010/1/20,2351.728,199.86,349575.03,9807.4,2317,3341,14563,18974.46675
2010/1/21,2137.856,185.42,349849.8,8873.2,894,449,16451,17836.93338
2010/1/22,1790.626,156.858,348264.25,7463.8,699,352,14512,14280.76666
2010/1/23,2610.33,260.426,346791.15,11038,3154,4086,16039,20226.50001
2010/1/24,2269.42,175.238,348114.49,9511.4,3496,2760,11046,20521.66667
2010/1/25,1930.51,147.674,349774,7992,1368,455,16136,14216.16667
2010/1/26,2067.564,130.93,350408.85,8501,526,395,16243,17295.4
2010/1/27,2760.902,148.762,348459.99,11505.8,2044,6403,18154,19414.03327
2010/1/28,2110.234,158.52,350278.61,8731.2,2032,504,14987,17647.5667
2010/1/29,2092.99,147.674,350831.24,8609.2,1488,851,18061,14483.16664
2010/1/30,2842.728,235.996,348594.33,11962.4,3240,7544,17891,18703.80005
2010/1/31,1799.196,171.516,350499.8,7491.2,1715,1380,12569,14322.6
2010/2/1,1693.778,124.784,350829.71,6995.2,1111,367,14623,12128.63332
2010/2/2,2157.432,131.168,350399.26,8853.6,0,382,21536,14039.20002
2010/2/3,2903.014,183.692,349038.83,12052.8,2234,8423,21130,16596.56672
2010/2/4,2316.27,141.848,348625.14,9567.2,1074,532,23743,13255.49997
2010/2/5,2098.892,142.978,348395.42,8748.6,902,474,18008,15597.53334
2010/2/6,2712.986,296.614,347172.58,11423.8,4324,2209,17857,20826.43337
2010/2/7,1625.708,162.466,349465.64,6806.6,2736,3837,5546,14976.13336
2010/2/8,2582.238,139.75,348475.36,10666.8,1161,431,19764,21681.30009
2010/2/9,2420.932,139.712,350136.53,9965,1214,410,19769,18955.8667
2010/2/10,1946.878,141.622,349124.39,8080.8,1219,2976,12232,16020.96668
2010/2/11,1369.768,124.15,352097.83,5626.6,0,330,9916,12583.4667
2010/2/12,1892.998,132.282,350821.86,7787.6,1241,312,15211,14785.96671
2010/2/13,2351.556,144.794,349760.29,9711.4,1838,5292,18710,13352.6
2010/2/14,1688.294,124.66,350126.41,6957.8,1223,320,13208,13387.23337
2010/2/15,2097.132,131.27,350563.36,8701,3468,332,16065,15087.20002
2010/2/16,1797.756,119.606,351005.42,7413.6,1945,317,12820,14880.59998
2010/2/17,2054.56,119.56,348979.42,8555.4,2294,6636,10101,15211.66666
2010/2/18,1761.156,140,350767,7255,965,385,14884,13118.60003
2010/2/19,1953.572,135.15,348058.66,8142,2124,397,14543,15495.53331
2010/2/20,1983.728,151.248,348176.11,8273.6,3748,382,14470,14462.13336
2010/2/21,2740.314,167.458,346500.54,11575.2,5905,8142,17083,14541.90001
2010/2/22,1474.036,160.624,346434.47,6213.6,1393,2167,10159,10848.26662
2010/2/23,1461.28,168.058,348457.94,6126.6,0,3001,8806,12547.66661
2010/2/24,1914.278,150.128,347710.75,7953.2,2260,1682,14315,13647.63335
2010/2/25,1880.204,130.878,347015.76,7784.4,0,474,15120,15742.73331
2010/2/26,2120.156,139.31,346212.91,8840.6,1146,2454,14821,16914.93331
2010/2/27,1765.056,152.39,347824.02,7417.2,3743,441,14358,10875.59998
2010/2/28,711.666,134.068,349297.15,2968.2,0,487,2952,8422.099992
2010/3/1,1298.728,130.076,348224.8,5411.2,1785,471,7115,12274.46668
2010/3/2,766.906,136.396,348122.96,3204.8,0,424,3605,8752.766723
2010/3/3,935.834,120.934,347344.47,3935.6,0,425,7221,7951.233323
2010/3/4,682.88,125.954,349908.9,2890.4,0,436,2928,8017.333314
2010/3/5,1133.726,135.416,350620.29,4703.4,1108,351,5918,11518.43337
2010/3/6,794.712,139.558,349965.01,3321.6,0,419,3970,8856.200025
2010/3/7,1372.472,133.948,350714.51,5712,0,4674,3679,14521.53335
2010/3/8,2557.098,252.338,351035.4,10691.2,4214,7645,15971,14788.30002
2010/3/9,1760.112,168.078,350679.6,7316.2,846,397,10893,17199.2
2010/3/10,1822.632,130.298,350734.74,7483.6,1167,375,14916,13919.19998
2010/3/11,1951.09,152.388,349461.28,8120.8,2071,320,15706,14421.16666
2010/3/12,1645.424,148.71,349939.49,6800,1691,411,14076,11245.73333
2010/3/13,2383.01,265.362,348475.59,9943.2,2848,5534,17973,13361.83336
2010/3/14,1566.714,200.632,348460.29,6616.6,3464,918,7101,14628.9
2010/3/15,1791.85,164.312,348905.88,7456.8,778,436,15053,13597.16667
2010/3/16,1542.65,167.736,347817.71,6423.8,0,457,10083,15170.83331
2010/3/17,2009.13,185.748,347963.52,8392,1136,5851,13105,13393.49998
2010/3/18,1562.682,166.214,347763.26,6548.2,1147,570,10845,13482.70001
2010/3/19,1663.384,189.478,347651.23,6920.6,0,596,12591,14536.06667
2010/3/20,1670.584,181.872,347455.62,6951.2,0,507,13275,14061.06667
2010/3/21,1781.146,182.048,346936.3,7473.2,1670,3066,12652,12297.76669
2010/3/22,1618.59,171.556,347556.66,6749.4,1142,557,13859,11418.50002
2010/3/23,1822.162,186.634,347279.47,7733.4,2892,1153,13107,13217.36666
2010/3/24,1994.752,209.558,346643.53,8354.8,1075,5832,12817,13521.8667
2010/3/25,1679.884,186.758,348861.82,6974.2,0,611,13797,13590.06668
2010/3/26,1651.284,205.882,347765.8,6910.2,1078,682,12547,13214.4
2010/3/27,1847.97,195.092,346194.1,7766.6,1067,3080,12483,14169.5
2010/3/28,1798.214,260.428,347577.92,7666.4,1083,7895,7118,13874.23334
2010/3/29,1622.738,207.082,347791.08,6806,0,636,15420,10989.63334
2010/3/30,1906.454,280.718,347161.85,8116.6,1760,571,13765,15678.23334
2010/3/31,1923.802,201.578,345879.61,8154.6,1067,6313,12041,12642.36666
2010/4/1,1687.44,144.464,348125.99,7025.8,1780,517,14393,11434.00006
2010/4/2,1648.622,152.906,349593.87,6816.2,0,483,13074,13920.03337
2010/4/3,1805.278,206.65,350279.9,7446.2,1778,648,17694,9967.966662
2010/4/4,1690.388,238.976,348116.3,7093,1097,831,12687,13558.1333
2010/4/5,1118.82,165.42,350863.41,4707,1755,1436,5503,9952.999977
2010/4/6,1825.852,170.614,349551.52,7572.8,1154,613,12476,16187.86669
2010/4/7,1596.982,184.526,348236.97,6689.4,1077,3440,11362,10737.36667
2010/4/8,1649.22,165.142,348472.56,6853,145,669,13322,13351.00005
2010/4/9,1233.35,162.482,349319.35,5141.6,1088,566,10595,8306.833356
2010/4/10,1190.208,179.52,347447.32,5020.2,1044,960,8933,8899.79999
2010/4/11,1603.334,175.276,347749.4,6817.4,5499,554,8851,11818.23334
2010/4/12,1439.426,157.73,348489.28,5996.6,660,611,11949,10770.43326
2010/4/13,1512.704,171.14,348098.58,6324.8,1097,646,13033,10435.73331
2010/4/14,1660.364,179.198,347580.88,6979.6,1132,5871,9194,11475.73335
2010/4/15,1872.178,167.336,346827.15,7812.6,2526,658,15667,12351.96663
2010/4/16,1562.062,170.38,348468.24,6553,2837,592,12623,9982.366704
2010/4/17,1557.712,149.862,347479.45,6549.2,553,3124,12571,9713.866696
2010/4/18,1476.106,148.232,346580.97,6164.4,1104,618,12550,10329.76665
2010/4/19,1708.594,166.404,347414.14,7146.6,1230,4255,13474,9517.566691
2010/4/20,1833.628,175.902,346719.24,7677,1388,719,16668,11785.46667
2010/4/21,1579.914,158.406,348379.26,6560.8,0,635,12902,12794.90005
2010/4/22,1460.904,186.65,346674.27,6143,1062,653,12492,10141.4
2010/4/23,1180.536,177.164,347922.6,4946.8,0,623,10981,8071.599979
2010/4/24,1518.418,306.838,347783.21,6603,4445,1483,8223,11155.96664
2010/4/25,1542.742,238.99,346552.67,6511,0,2350,7595,15767.36668
2010/4/26,1082.716,166.42,347373.19,4563.6,1038,460,7635,8912.266718
2010/4/27,1250.94,162.28,348589.39,5206.8,0,545,8539,11765
2010/4/28,867.858,182.684,349228.55,3673.6,0,578,6035,7851.300002
2010/4/29,1103.724,173.714,348882.01,4602.4,12,679,8102,9602.400007
2010/4/30,1118.628,208.394,348217.45,4785,2695,659,6969,8320.800013
2010/5/1,1320.158,192.524,346531.92,5659,1984,4885,6751,8382.63332
2010/5/2,2187.91,233.98,346159.08,9248.4,1858,7966,14454,12187.16669
2010/5/3,1411.302,153.192,341549.63,5988.8,980,534,11825,10182.70001
2010/5/4,1516.96,154.24,339893.32,6483.6,0,1018,12007,12257.66665
2010/5/5,1805.308,129.2,339992.07,7725.8,2969,2194,12183,12742.46667
2010/5/6,1299.25,118.704,339824.32,5504,0,301,10280,11073.16666
2010/5/7,1644.004,145.164,341994.09,6934.6,1053,332,13602,12413.06667
2010/5/8,1533.422,173.222,348331.71,6458.8,3569,2435,10158,9395.033368
2010/5/9,1566.51,205.384,347617.91,6679.4,2888,2636,9945,10639.49998
2010/5/10,1467.892,144.298,347037.71,6134.6,0,403,12893,11168.86667
2010/5/11,1571.368,152.3,349031.63,6543,1156,345,11418,13270.46672
2010/5/12,2035.418,159.798,348071.94,8482,1036,4434,16362,12091.63336
2010/5/13,1554.93,153.934,349860.85,6453.8,2123,1477,10546,11769.50004
2010/5/14,1722.146,159.884,348576.81,7174,1045,334,16764,10559.43336
2010/5/15,1944.772,232.944,348627.91,8221.4,3347,336,13670,15059.8666
2010/5/16,2100.426,164.382,347002.06,8862.4,3361,3922,11888,15836.09998
2010/5/17,1628.182,147.376,347558.79,6801.4,1014,367,15344,10411.36665
2010/5/18,1421.184,149.652,347790.06,5930.4,0,370,11677,11639.4
2010/5/19,1426.752,151.254,347905.5,6013.8,2122,659,9864,11134.20001
2010/5/20,1153.898,139.14,349129.13,4831.6,0,369,10101,8761.633314
2010/5/21,1294.396,167.694,348133.03,5468.8,1073,381,10113,10006.26666
2010/5/22,2095.772,212.698,344956.47,8865.4,2278,2441,17454,12756.53333
2010/5/23,1487.556,253.1,346594.1,6333.2,864,416,9541,13971.59998
2010/5/24,1341.332,228.04,347090.54,5718.4,1875,2467,7746,10267.53334
2010/5/25,1198.626,203.866,345978.79,5171,474,451,10439,8613.100026
2010/5/26,1387.884,241.61,344942.2,6026.4,914,4500,8530,9187.399994
2010/5/27,1323.342,195.836,345486.17,5632.2,932,443,10669,10011.70006
2010/5/28,1398.164,162.47,345656.99,5902.6,1020,413,11616,10253.73334
2010/5/29,2049.808,205.612,345890.46,8698.4,4057,400,16635,13071.46671
2010/5/30,1665.7,176.892,346272.5,7059,2405,2976,9708,12672.66662
2010/5/31,1340.462,145.874,346593.9,5721.2,1710,2171,10461,7999.033311
2010/6/1,1268.964,136.97,346378,5354.2,970,400,11858,7921.400032
2010/6/2,980.898,129.238,346084.5,4198.8,0,656,8454,7238.300013
2010/6/3,1394.186,164.036,345952.09,5982,2916,451,12304,7565.433362
2010/6/4,1420.554,185.244,346002.68,6052.8,1695,397,12517,9066.900011
2010/6/5,2009.644,293.99,347184.55,8777,10932,1253,12223,9086.066684
2010/6/6,1746.792,291.186,347647.13,7615,7609,574,11365,9565.199959
2010/6/7,1012.082,184.11,348956.71,4367.4,1821,488,6737,7822.033339
2010/6/8,1362.034,198.334,347150.67,5808.6,1513,821,11374,8992.566693
2010/6/9,1534.682,182.534,347308.9,6544.4,2774,4269,8255,10280.03335
2010/6/10,1215.19,173.226,348040,5171.8,0,474,10870,8909.166665
2010/6/11,1470.672,218.57,347692.74,6354,3439,468,11728,8876.199988
2010/6/12,1973.382,271.764,346112.59,8416,2705,3657,16185,10342.70002
2010/6/13,1674.356,253.716,347332.21,7286.4,4922,2516,9096,11371.93337
2010/6/14,1217.984,178.64,347928.24,5203.8,958,473,10336,8532.733307
2010/6/15,1223.966,179.096,346900.75,5217,0,488,10144,9767.433341
2010/6/16,1768.092,183.078,346681.99,7464.6,1875,4999,10336,12258.20002
2010/6/17,1028.018,168.268,346215.01,4393.4,0,488,8510,8135.633358
2010/6/18,1332.316,171.418,346353.71,5682.2,977,454,11977,8797.266672
2010/6/19,1416.22,210.808,348053.24,6068.4,2385,1803,9554,9861.666694
2010/6/20,1672.55,144.08,346043.28,7091.2,1021,4195,12337,10322.83332
2010/6/21,1660.89,169.68,346973.75,7124.6,3824,3525,11179,9153.500026
2010/6/22,1520.588,209.434,346586.29,6597.6,968,6176,9230,8969.133365
2010/6/23,1442.064,296.482,345597.96,6311.8,5740,1500,10188,6606.399995
2010/6/24,1095.78,230.782,346765.66,4715.4,973,883,8090,8316.999962
2010/6/25,1099.438,218.734,346363.99,4782.4,0,689,10466,7168.966673
2010/6/26,981.62,294.49,347752.6,4323.8,921,1221,7939,6279.33329
2010/6/27,1139.964,304.71,345524.37,5018.8,2665,764,7690,7880.400003
2010/6/28,1471.34,280.888,346217.78,6296.4,0,809,12516,11197.33338
2010/6/29,1368.808,322.904,346089.42,5994.8,1746,1979,8281,10807.46672
2010/6/30,1384.136,238.588,346479.78,5895,398,806,5214,16650.9334
2010/7/1,1349.002,288.452,344612.47,5834.8,877,921,7438,13247.3666
2010/7/2,1140.928,297.298,345067.37,5032.8,822,932,6337,10924.46667
2010/7/3,1120.074,314.906,347524.24,4926.6,0,968,6151,11548.89995
2010/7/4,1538.088,280.146,346081.63,6569,860,804,6597,17373.80005
2010/7/5,1113.99,233.846,347302.89,4797.2,841,837,6913,9975.499988
2010/7/6,1005.934,192.292,346362.77,4328.2,0,771,8451,7543.566674
2010/7/7,834.788,209.536,346546.73,3667.2,879,760,5762,6512.13336
2010/7/8,1212.652,246.894,346037.94,5226.4,857,1350,8459,9544.866684
2010/7/9,1083.478,314.074,346741.21,4785.4,0,625,5356,12076.96662
2010/7/10,1154.504,281.282,345690.03,5054.8,907,1240,8921,8173.733342
2010/7/11,1193.572,302.624,345274.49,5253.2,848,594,7781,10669.86665
2010/7/12,1109.574,285.912,345914.85,4892,1724,646,6444,9678.900009
2010/7/13,1382.114,287.722,346312.5,6106.2,2273,2826,7894,10042.23337
2010/7/14,1409.472,248.48,346092.36,6135.2,1064,598,7575,14254.20001
2010/7/15,1634.358,192.38,346134.02,6894.2,1071,2179,8203,15786.30002
2010/7/16,820.056,196.728,347262.26,3581.4,0,568,3854,9245.600016
2010/7/17,806.352,181.35,347305.26,3490.8,0,541,6094,6804.200035
2010/7/18,812.038,169.93,347688.29,3481.4,0,498,3943,9092.966674
2010/7/19,801.158,192.498,348263.36,3448.8,0,549,6105,6698.633373
2010/7/20,855.824,218.46,347974.54,3698.6,9,550,5178,8526.733329
2010/7/21,1064.166,244.246,348077.96,4615,2030,585,6178,8943.100019
2010/7/22,1164.446,311.284,347313.29,5041.6,0,2151,5604,11652.43334
2010/7/23,1176.158,285.28,345431.4,5073.6,897,2106,8295,8304.633325
2010/7/24,921.668,285.854,346027.49,4012,0,2096,3892,9373.133312
2010/7/25,1130.41,258.166,346002.45,4850.8,0,3732,7549,7559.166657
2010/7/26,884.15,177.86,346950.19,3828,0,2246,4147,8342.833365
2010/7/27,952.36,174.73,345067.34,4070.8,907,523,4042,10400.66667
2010/7/28,862.654,182.866,346041.01,3720.2,801,544,7232,5800.566675
2010/7/29,549.104,177.266,346153.73,2433.2,0,537,4158,4456.733331
2010/7/30,551.26,172.854,345670.68,2441,0,534,4087,4566.66666
2010/7/31,554.616,181.73,345140.43,2471,0,548,4272,4423.599982
2010/8/1,555.664,184.49,345313.88,2477.6,0,558,4263,4440.066648
2010/8/2,549.482,183.244,346892.19,2449.2,0,536,4191,4431.033354
2010/8/3,615.212,177.116,347762.45,2668.4,0,527,4096,5630.533307
2010/8/4,543.356,179.432,347613.05,2408,0,532,4116,4407.933359
2010/8/5,533.476,173.68,348277.52,2353.8,0,517,4013,4361.266681
2010/8/6,524.746,164.584,346972.66,2309.2,0,507,3947,4291.766654
2010/8/7,527.476,168.026,347508.07,2330,0,520,3968,4303.266671
2010/8/8,528.46,168.092,346657.63,2337.8,0,526,3958,4323.66671
2010/8/9,535.064,171.492,347139.74,2359.4,0,515,4042,4360.733346
2010/8/10,544.758,181.808,348414.72,2397.4,0,525,4141,4413.300049
2010/8/11,542.002,176.064,346381.73,2407.2,0,542,4118,4373.366669
2010/8/12,529.698,169.098,346744.7,2338.2,0,514,3982,4332.299997
2010/8/13,534.294,165.538,347027.27,2353.8,0,508,4097,4299.899998
2010/8/14,554.27,160.51,347278.86,2424.2,0,512,4471,4254.833363
2010/8/15,1055.986,206.77,348028.74,4552.4,0,4361,5282,7956.766747
2010/8/16,1129.73,185.016,347150.82,4921.2,1530,463,7328,9507.833351
2010/8/17,1218.222,159.978,346871.91,5154.2,940,781,5948,12634.70002
2010/8/18,1218.222,159.978,346871.91,5154.2,940,781,5948,12634.70002
2010/8/19,1218.222,159.978,346871.91,5154.2,940,781,5948,12634.70002
2010/8/20,1218.222,159.978,346871.91,5154.2,940,781,5948,12634.70002
2010/8/21,1218.222,159.978,346871.91,5154.2,940,781,5948,12634.70002
2010/8/22,1105.036,167.864,347239.49,4707.2,940,795,6045,10637.26669
2010/8/23,765.658,206.796,348545.41,3352.2,0,565,6106,6089.966675
2010/8/24,722.948,175.458,347915.75,3247,0,541,5712,5796.133324
2010/8/25,980.408,161.132,347207.48,4240.6,969,522,8959,5890.133319
2010/8/26,757.252,178.094,348211.89,3312.8,0,538,5078,7004.866671
2010/8/27,2030.65,304.318,346837.62,8631.4,930,7583,12707,12624.1667
2010/8/28,1442.856,237.504,349294.84,6165.8,2086,549,12983,8429.600008
2010/8/29,1668.48,191.694,347051.44,7110.4,3005,534,13095,11174
2010/8/30,1494.802,180.656,347579.13,6310.8,940,1470,11790,10713.36668
2010/8/31,1365.106,168.46,347317.04,5909,2099,1723,7958,10971.76664
2010/9/1,1593.318,180.18,347418.49,6756,1947,1194,13990,9424.300049
2010/9/2,1392.492,170.312,346958.95,5887.8,929,500,11785,9994.199991
2010/9/3,1346.414,168.596,346368.49,5721.8,940,523,9747,11230.23335
2010/9/4,1743.84,218.024,347186.8,7449.8,2605,734,13241,12484.00005
2010/9/5,1323.018,187.01,348682.47,5707.8,1609,2732,7471,10238.29999
2010/9/6,1422.876,161.204,348252.12,6058,3164,532,10174,9844.600025
2010/9/7,1451.854,167.962,347436.23,6202.2,1929,922,11829,9517.566689
2010/9/8,1303.812,171.182,347016.97,5575.8,1,495,7478,13756.2
2010/9/9,1238.714,167.954,346468.63,5330.4,1813,2128,7016,9688.233328
2010/9/10,1328.108,200.052,348218.21,5647,966,654,10773,9742.133331
2010/9/11,1463.31,235.63,348005.88,6209.2,930,1427,8996,13035.50002
2010/9/12,1612.092,201.358,347932.4,6848.2,1805,2080,8891,14092.2
2010/9/13,1076.32,189.798,347263.59,4667.2,1301,798,6710,9129.666687
2010/9/14,1430.678,197.004,346955.5,6101.8,1874,2705,10270,8995.633326
2010/9/15,986.094,219.558,347467.36,4252.6,0,898,6018,9518.899982
2010/9/16,1339.738,171.35,346192.95,5665,1038,739,10310,10241.96665
2010/9/17,1497.608,196.642,346773.42,6376,1954,5496,9727,7783.133378
2010/9/18,1247.946,161.978,347845.07,5273.8,982,754,11779,7284.099991
2010/9/19,919.6,147.406,348064.28,3904.6,0,1307,5156,8863.666695
2010/9/20,1682.832,195.214,347750.98,7179.8,3323,766,13262,10696.2
2010/9/21,1111.376,179.714,346922.85,4768.6,0,679,7969,9874.933316
2010/9/22,1510.394,188.33,346543.24,6434,2472,1167,11768,9766.233379
2010/9/23,1449.862,164.938,346643.28,6088,1021,755,12002,10386.36665
2010/9/24,1327.992,185.256,346447.76,5650,1739,773,8666,10955.19998
2010/9/25,1350.486,179.054,346400.88,5739,1739,729,9230,10810.09996
2010/9/26,1350.486,179.054,346400.88,5739,1739,729,9230,10810.09996
2010/9/27,1350.486,179.054,346400.88,5739,1739,729,9230,10810.09996
2010/9/28,1403.748,169.954,346186.86,5953,2549,802,8980,11064.79997
2010/9/29,1684.426,139.41,347361.71,7026,1579,648,13047,12799.76662
2010/9/30,1248.278,153.236,348923.22,5190,0,771,7988,12045.63332
2010/10/1,1504.82,157.784,346754.85,6296.6,1752,724,11307,11297.3333
2010/10/2,1923.254,166.086,346612.98,8041.4,3972,741,13532,13809.23332
2010/10/3,1830.684,202.814,348383.29,7773.8,5000,2564,7738,15209.4
2010/10/4,1775.96,187.584,346494.9,7485,1709,722,8252,18916.33336
2010/10/5,1854.624,212.642,345483.36,7807.8,0,3012,12037,15861.39998
2010/10/6,1315.456,140.568,347437.8,5494.4,1016,527,8055,12326.26665
2010/10/7,1809.954,180.096,347911.54,7614.2,2159,543,12666,14797.89992
2010/10/8,1510.456,200.616,347014.36,6384.2,964,710,9927,13573.26663
2010/10/9,1611.78,254.02,345885.75,6827,959,1585,13132,11186.99996
2010/10/10,1998.904,327.446,346092.98,8522.2,3325,773,10297,18920.06673
2010/10/11,1622.59,268.53,345493.72,6941.4,1007,5006,8734,12296.16668
2010/10/12,1579.692,170.268,345975.37,6741.2,1104,780,9812,14632.2
2010/10/13,2073.886,172.644,346751.02,8662.8,1988,611,16593,15372.76668
2010/10/14,2135.122,215.944,346900.63,9016,2583,2441,14239,16322.36664
2010/10/15,1596.324,201.54,346744.72,6751.2,712,827,10786,14280.39997
2010/10/16,1000.014,167.938,348361.19,4228,0,645,7656,8365.900005
2010/10/17,1047.382,185.494,348877.19,4412.2,995,666,4681,11114.36668
2010/10/18,2713.884,261.184,348215.3,11380.8,2234,10218,16382,16397.40004
2010/10/19,1925.978,219.57,348354.41,8140.4,1025,4110,9461,17503.63334
2010/10/20,1727.964,162.564,348837.3,7248.4,2154,690,10330,15625.40002
2010/10/21,1355.198,181.434,350600.29,5683.4,755,691,6757,14383.63335
2010/10/22,1668.892,148.522,349629.41,6887.8,1106,478,12697,13533.86666
2010/10/23,2293.236,213.112,348830.69,9633.2,3737,3883,13465,17135.60004
2010/10/24,2392.462,269.612,349952.5,10039,1984,7543,13256,17091.36665
2010/10/25,1163.292,159.328,349064.86,4884.8,0,541,6748,12099.20002
2010/10/26,945.904,173.266,352642.98,3960.6,0,2488,4989,8288.066671
