,Entry,Mass,Feature,Feature.1,feature,Feature.2
14111,Q9UJS0,"74,176",Q9UJS0,Q9UJS0,Q9UJS0,Q9UJS0
14112,P02749,"38,298",P02749,P02749,P02749,P02749
14113,O95236,"44,278",O95236,O95236,O95236,O95236
14114,O60306,"171,295",O60306,O60306,O60306,O60306
14115,P07741,"19,608",P07741,P07741,P07741,P07741
14116,O15033,"94,223",O15033,O15033,O15033,O15033
14117,Q96BP2,"13,475",Q96BP2,Q96BP2,Q96BP2,Q96BP2
14118,Q8N8L6,"27,459",Q8N8L6,Q8N8L6,Q8N8L6,Q8N8L6
14119,Q8NEN0,"96,867",Q8NEN0,Q8NEN0,Q8NEN0,Q8NEN0
14120,Q9H6L4,"21,924",Q9H6L4,Q9H6L4,Q9H6L4,Q9H6L4
14121,Q9NRG0,"14,711",Q9NRG0,Q9NRG0,Q9NRG0,Q9NRG0
14122,Q9UHD1,"37,490",Q9UHD1,Q9UHD1,Q9UHD1,Q9UHD1
14123,Q8NCH0,"42,997",Q8NCH0,Q8NCH0,Q8NCH0,Q8NCH0
14124,Q7LFX5,"64,926",Q7LFX5,Q7LFX5,Q7LFX5,Q7LFX5
14125,Q9UBL0,"89,196",Q9UBL0,Q9UBL0,Q9UBL0,Q9UBL0
14126,Q9P1U1,"47,608",Q9P1U1,Q9P1U1,Q9P1U1,Q9P1U1
14127,Q9GZN1,"45,810",Q9GZN1,Q9GZN1,Q9GZN1,Q9GZN1
14128,O15511,"16,320",O15511,O15511,O15511,O15511
14129,Q7Z6K5,"24,943",Q7Z6K5,Q7Z6K5,Q7Z6K5,Q7Z6K5
14130,Q96AQ7,"26,754",Q96AQ7,Q96AQ7,Q96AQ7,Q96AQ7
14131,P10523,"45,120",P10523,P10523,P10523,P10523
14132,Q8IUL8,"126,291",Q8IUL8,Q8IUL8,Q8IUL8,Q8IUL8
14133,P15289,"53,588",P15289,P15289,P15289,P15289
14134,P15848,"59,687",P15848,P15848,P15848,P15848
14135,Q8NCT1,"45,479",Q8NCT1,Q8NCT1,Q8NCT1,Q8NCT1
14136,Q9P2M7,"136,386",Q9P2M7,Q9P2M7,Q9P2M7,Q9P2M7
14137,Q9BW66,"24,324",Q9BW66,Q9BW66,Q9BW66,Q9BW66
14138,Q8TCG1,"102,185",Q8TCG1,Q8TCG1,Q8TCG1,Q8TCG1
14139,P54793,"65,940",P54793,P54793,P54793,P54793
14140,Q15642,"68,352",Q15642,Q15642,Q15642,Q15642
14141,Q8N5K1,"15,278",Q8N5K1,Q8N5K1,Q8N5K1,Q8N5K1
14142,Q5FYA8,"63,525",Q5FYA8,Q5FYA8,Q5FYA8,Q5FYA8
14143,P0C7P0,"14,216",P0C7P0,P0C7P0,P0C7P0,P0C7P0
14144,Q5FYB1,"64,030",Q5FYB1,Q5FYB1,Q5FYB1,Q5FYB1
14145,Q5T4W7,"22,878",Q5T4W7,Q5T4W7,Q5T4W7,Q5T4W7
14146,Q9H2C2,"31,052",Q9H2C2,Q9H2C2,Q9H2C2,Q9H2C2
14147,Q96QS3,"58,160",Q96QS3,Q96QS3,Q96QS3,Q96QS3
14148,P18440,"33,899",P18440,P18440,P18440,P18440
14149,P11245,"33,542",P11245,P11245,P11245,P11245
14150,Q9ULH1,"125,498",Q9ULH1,Q9ULH1,Q9ULH1,Q9ULH1
14151,Q8TDY4,"99,155",Q8TDY4,Q8TDY4,Q8TDY4,Q8TDY4
14152,P78348,"59,909",P78348,P78348,P78348,P78348
14153,Q96FT7,"70,105",Q96FT7,Q96FT7,Q96FT7,Q96FT7
14154,Q9NY37,"57,464",Q9NY37,Q9NY37,Q9NY37,Q9NY37
14155,P07306,"33,186",P07306,P07306,P07306,P07306
14156,Q8IYJ2,"63,656",Q8IYJ2,Q8IYJ2,Q8IYJ2,Q8IYJ2
14157,Q8WW14,"26,343",Q8WW14,Q8WW14,Q8WW14,Q8WW14
14158,Q8N1V8,"13,299",Q8N1V8,Q8N1V8,Q8N1V8,Q8N1V8
14159,Q96M02,"77,910",Q96M02,Q96M02,Q96M02,Q96M02
14160,Q9NQ32,"51,609",Q9NQ32,Q9NQ32,Q9NQ32,Q9NQ32
14161,Q92484,"51,260",Q92484,Q92484,Q92484,Q92484
14162,Q92485,"50,814",Q92485,Q92485,Q92485,Q92485
14163,Q8NCR3,"36,720",Q8NCR3,Q8NCR3,Q8NCR3,Q8NCR3
14164,Q9H3H3,"31,430",Q9H3H3,Q9H3H3,Q9H3H3,Q9H3H3
14165,P46597,"38,453",P46597,P46597,P46597,P46597
14166,Q7Z7J9,"8,553",Q7Z7J9,Q7Z7J9,Q7Z7J9,Q7Z7J9
14167,P17405,"69,936",P17405,P17405,P17405,P17405
14168,Q96SZ6,"67,689",Q96SZ6,Q96SZ6,Q96SZ6,Q96SZ6
14169,Q8WWK9,"76,987",Q8WWK9,Q8WWK9,Q8WWK9,Q8WWK9
14170,O43681,"38,793",O43681,O43681,O43681,O43681
14171,Q96DZ9,"24,653",Q96DZ9,Q96DZ9,Q96DZ9,Q96DZ9
14172,Q8IZV2,"19,572",Q8IZV2,Q8IZV2,Q8IZV2,Q8IZV2
14173,Q8IYA6,"83,587",Q8IYA6,Q8IYA6,Q8IYA6,Q8IYA6
14174,Q8IZT6,"409,800",Q8IZT6,Q8IZT6,Q8IZT6,Q8IZT6
14175,Q96KQ4,"119,565",Q96KQ4,Q96KQ4,Q96KQ4,Q96KQ4
14176,Q6UXN8,"27,324",Q6UXN8,Q6UXN8,Q6UXN8,Q6UXN8
14177,P09497,"25,190",P09497,P09497,P09497,P09497
14178,Q96S66,"62,023",Q96S66,Q96S66,Q96S66,Q96S66
14179,P51800,"75,285",P51800,P51800,P51800,P51800
14180,P35523,"108,626",P35523,P35523,P35523,P35523
14181,P51790,"90,966",P51790,P51790,P51790,P51790
14182,P51793,"84,917",P51793,P51793,P51793,P51793
14183,P51798,"88,679",P51798,P51798,P51798,P51798
14184,Q8NHS4,"67,250",Q8NHS4,Q8NHS4,Q8NHS4,Q8NHS4
14185,O00299,"26,923",O00299,O00299,O00299,O00299
14186,Q96NY7,"73,012",Q96NY7,Q96NY7,Q96NY7,Q96NY7
14187,Q8N3C7,"76,317",Q8N3C7,Q8N3C7,Q8N3C7,Q8N3C7
14188,Q08708,"24,830",Q08708,Q08708,Q08708,Q08708
14189,A8K4G0,"22,689",A8K4G0,A8K4G0,A8K4G0,A8K4G0
14190,Q6UXG3,"36,060",Q6UXG3,Q6UXG3,Q6UXG3,Q6UXG3
14191,Q9UBY8,"32,787",Q9UBY8,Q9UBY8,Q9UBY8,Q9UBY8
14192,O15516,"95,304",O15516,O15516,O15516,O15516
14193,Q2TB18,"77,093",Q2TB18,Q2TB18,Q2TB18,Q2TB18
14194,Q6HA08,"45,936",Q6HA08,Q6HA08,Q6HA08,Q6HA08
14195,L0R819,"11,250",L0R819,L0R819,L0R819,L0R819
14196,Q8IXJ9,"165,432",Q8IXJ9,Q8IXJ9,Q8IXJ9,Q8IXJ9
14197,Q76L83,"153,820",Q76L83,Q76L83,Q76L83,Q76L83
14198,Q9C0F0,"241,919",Q9C0F0,Q9C0F0,Q9C0F0,Q9C0F0
14199,Q8WWH4,"53,458",Q8WWH4,Q8WWH4,Q8WWH4,Q8WWH4
14200,P54707,"115,511",P54707,P54707,P54707,P54707
14201,Q9HD20,"132,955",Q9HD20,Q9HD20,Q9HD20,Q9HD20
14202,Q9NQ11,"128,794",Q9NQ11,Q9NQ11,Q9NQ11,Q9NQ11
14203,P50993,"112,265",P50993,P50993,P50993,P50993
14204,Q6ZP68,"13,416",Q6ZP68,Q6ZP68,Q6ZP68,Q6ZP68
14205,Q6RW13,"17,419",Q6RW13,Q6RW13,Q6RW13,Q6RW13
14206,Q8WXE1,"85,838",Q8WXE1,Q8WXE1,Q8WXE1,Q8WXE1
14207,P58397,"177,676",P58397,P58397,P58397,P58397
14208,Q8WXS8,"133,888",Q8WXS8,Q8WXS8,Q8WXS8,Q8WXS8
14209,Q8TE58,"103,287",Q8TE58,Q8TE58,Q8TE58,Q8TE58
14210,Q8TE57,"136,203",Q8TE57,Q8TE57,Q8TE57,Q8TE57
14211,O15072,"135,603",O15072,O15072,O15072,O15072
14212,Q9UKP4,"184,095",Q9UKP4,Q9UKP4,Q9UKP4,Q9UKP4
14213,Q9UP79,"96,460",Q9UP79,Q9UP79,Q9UP79,Q9UP79
14214,Q9UBB4,"53,489",Q9UBB4,Q9UBB4,Q9UBB4,Q9UBB4
14215,O15265,"95,451",O15265,O15265,O15265,O15265
14216,O14965,"45,809",O14965,O14965,O14965,O14965
14217,Q8WXX7,"138,982",Q8WXX7,Q8WXX7,Q8WXX7,Q8WXX7
14218,O75061,"99,997",O75061,O75061,O75061,O75061
14219,Q9UQB9,"35,591",Q9UQB9,Q9UQB9,Q9UQB9,Q9UQB9
14220,Q8NBF6,"71,947",Q8NBF6,Q8NBF6,Q8NBF6,Q8NBF6
14221,Q13705,"57,724",Q13705,Q13705,Q13705,Q13705
14222,Q6E213,"38,094",Q6E213,Q6E213,Q6E213,Q6E213
14223,Q9H6S1,"44,935",Q9H6S1,Q9H6S1,Q9H6S1,Q9H6S1
14224,Q96A70,"49,980",Q96A70,Q96A70,Q96A70,Q96A70
14225,Q9BXK5,"52,723",Q9BXK5,Q9BXK5,Q9BXK5,Q9BXK5
14226,Q9BZR8,"36,598",Q9BZR8,Q9BZR8,Q9BZR8,Q9BZR8
14227,P04920,"137,009",P04920,P04920,P04920,P04920
14228,P48751,"135,791",P48751,P48751,P48751,P48751
14229,Q9NPZ5,"36,919",Q9NPZ5,Q9NPZ5,Q9NPZ5,Q9NPZ5
14230,O94766,"37,122",O94766,O94766,O94766,O94766
14231,O75752,"39,512",O75752,O75752,O75752,O75752
14232,Q8NCR0,"56,704",Q8NCR0,Q8NCR0,Q8NCR0,Q8NCR0
14233,Q6Y288,"56,564",Q6Y288,Q6Y288,Q6Y288,Q6Y288
14234,O96024,"41,537",O96024,O96024,O96024,O96024
14235,Q9C0J1,"42,310",Q9C0J1,Q9C0J1,Q9C0J1,Q9C0J1
14236,Q9BYG0,"44,053",Q9BYG0,Q9BYG0,Q9BYG0,Q9BYG0
14237,Q8NFL0,"45,987",Q8NFL0,Q8NFL0,Q8NFL0,Q8NFL0
14238,Q7Z7M8,"43,396",Q7Z7M8,Q7Z7M8,Q7Z7M8,Q7Z7M8
14239,Q6UX72,"43,751",Q6UX72,Q6UX72,Q6UX72,Q6UX72
14240,Q67FW5,"40,713",Q67FW5,Q67FW5,Q67FW5,Q67FW5
14241,O43505,"47,119",O43505,O43505,O43505,O43505
14242,Q9UPM9,"22,775",Q9UPM9,Q9UPM9,Q9UPM9,Q9UPM9
14243,Q8NHY0,"63,258",Q8NHY0,Q8NHY0,Q8NHY0,Q8NHY0
14244,Q76KP1,"116,513",Q76KP1,Q76KP1,Q76KP1,Q76KP1
14245,P0C853,"11,579",P0C853,P0C853,P0C853,P0C853
14246,Q14032,"46,299",Q14032,Q14032,Q14032,Q14032
14247,P15291,"43,920",P15291,P15291,P15291,P15291
14248,Q13829,"36,204",Q13829,Q13829,Q13829,Q13829
14249,Q9BYV9,"92,537",Q9BYV9,Q9BYV9,Q9BYV9,Q9BYV9
14250,Q6ZUV0,"28,164",Q6ZUV0,Q6ZUV0,Q6ZUV0,Q6ZUV0
14251,Q92934,"18,392",Q92934,Q92934,Q92934,Q92934
14252,O75531,"10,059",O75531,O75531,O75531,O75531
14253,Q99933,"38,779",Q99933,Q99933,Q99933,Q99933
14254,O95816,"23,772",O95816,O95816,O95816,O95816
14255,Q9UL15,"51,200",Q9UL15,Q9UL15,Q9UL15,Q9UL15
14256,Q16611,"23,409",Q16611,Q16611,Q16611,Q16611
14257,Q13145,"29,108",Q13145,Q13145,Q13145,Q13145
14258,Q8IXM2,"17,900",Q8IXM2,Q8IXM2,Q8IXM2,Q8IXM2
14259,Q5TAT6,"69,950",Q5TAT6,Q5TAT6,Q5TAT6,Q5TAT6
14260,P51572,"27,992",P51572,P51572,P51572,P51572
14261,Q8N9N5,"56,494",Q8N9N5,Q8N9N5,Q8N9N5,Q8N9N5
14262,Q9NY43,"41,981",Q9NY43,Q9NY43,Q9NY43,Q9NY43
14263,Q9HBU1,"27,298",Q9HBU1,Q9HBU1,Q9HBU1,Q9HBU1
14264,Q9HAK2,"62,650",Q9HAK2,Q9HAK2,Q9HAK2,Q9HAK2
14265,Q9H4W6,"64,864",Q9H4W6,Q9H4W6,Q9H4W6,Q9H4W6
14266,Q9BQW3,"64,473",Q9BQW3,Q9BQW3,Q9BQW3,Q9BQW3
14267,P80723,"22,693",P80723,P80723,P80723,P80723
14268,P23528,"18,502",P23528,P23528,P23528,P23528
14269,Q9Y281,"18,737",Q9Y281,Q9Y281,Q9Y281,Q9Y281
14270,P39059,"141,720",P39059,P39059,P39059,P39059
14271,P82251,"53,481",P82251,P82251,P82251,P82251
14272,Q8IWZ6,"80,353",Q8IWZ6,Q8IWZ6,Q8IWZ6,Q8IWZ6
14273,Q6ZW61,"79,085",Q6ZW61,Q6ZW61,Q6ZW61,Q6ZW61
14274,A8MTZ0,"10,506",A8MTZ0,A8MTZ0,A8MTZ0,A8MTZ0
14275,Q9H165,"91,197",Q9H165,Q9H165,Q9H165,Q9H165
14276,Q9BYV7,"65,674",Q9BYV7,Q9BYV7,Q9BYV7,Q9BYV7
14277,Q8NFC6,"330,466",Q8NFC6,Q8NFC6,Q8NFC6,Q8NFC6
14278,Q02338,"38,157",Q02338,Q02338,Q02338,Q02338
14279,A6H8Y1,"293,885",A6H8Y1,A6H8Y1,A6H8Y1,A6H8Y1
14280,Q8NDZ0,"87,919",Q8NDZ0,Q8NDZ0,Q8NDZ0,Q8NDZ0
14281,Q8N1M1,"76,107",Q8N1M1,Q8N1M1,Q8N1M1,Q8N1M1
14282,Q5SZJ8,"31,222",Q5SZJ8,Q5SZJ8,Q5SZJ8,Q5SZJ8
14283,Q8WTW3,"108,978",Q8WTW3,Q8WTW3,Q8WTW3,Q8WTW3
14284,Q14746,"83,208",Q14746,Q14746,Q14746,Q14746
14285,Q96JB2,"94,096",Q96JB2,Q96JB2,Q96JB2,Q96JB2
14286,Q9HBH7,"14,860",Q9HBH7,Q9HBH7,Q9HBH7,Q9HBH7
14287,Q9BXY8,"15,321",Q9BXY8,Q9BXY8,Q9BXY8,Q9BXY8
14288,Q5H9J7,"12,602",Q5H9J7,Q5H9J7,Q5H9J7,Q5H9J7
14289,O14503,"45,510",O14503,O14503,O14503,O14503
14290,P55061,"26,538",P55061,P55061,P55061,P55061
14291,Q7RTU4,"24,132",Q7RTU4,Q7RTU4,Q7RTU4,Q7RTU4
14292,Q9NZM4,"158,490",Q9NZM4,Q9NZM4,Q9NZM4,Q9NZM4
14293,Q13795,"22,614",Q13795,Q13795,Q13795,Q13795
14294,Q92974,"111,543",Q92974,Q92974,Q92974,Q92974
14295,Q14865,"132,375",Q14865,Q14865,Q14865,Q14865
14296,Q8TDI0,"223,050",Q8TDI0,Q8TDI0,Q8TDI0,Q8TDI0
14297,Q5SW96,"33,885",Q5SW96,Q5SW96,Q5SW96,Q5SW96
14298,Q9NXL2,"89,078",Q9NXL2,Q9NXL2,Q9NXL2,Q9NXL2
14299,Q68CP9,"197,391",Q68CP9,Q68CP9,Q68CP9,Q68CP9
14300,Q8IVW1,"19,388",Q8IVW1,Q8IVW1,Q8IVW1,Q8IVW1
14301,O43307,"60,982",O43307,O43307,O43307,O43307
14302,Q8IW93,"89,197",Q8IW93,Q8IW93,Q8IW93,Q8IW93
14303,Q8NHP1,"36,970",Q8NHP1,Q8NHP1,Q8NHP1,Q8NHP1
14304,O95376,"57,819",O95376,O95376,O95376,O95376
14305,A6NKF2,"44,073",A6NKF2,A6NKF2,A6NKF2,A6NKF2
14306,Q4LE39,"147,809",Q4LE39,Q4LE39,Q4LE39,Q4LE39
14307,Q96KC2,"20,375",Q96KC2,Q96KC2,Q96KC2,Q96KC2
14308,Q8WUH1,"16,111",Q8WUH1,Q8WUH1,Q8WUH1,Q8WUH1
14309,Q9P2X8,"7,854",Q9P2X8,Q9P2X8,Q9P2X8,Q9P2X8
14310,Q9H2J1,"18,048",Q9H2J1,Q9H2J1,Q9H2J1,Q9H2J1
14311,Q86WX3,"15,434",Q86WX3,Q86WX3,Q86WX3,Q86WX3
14312,Q6ZRZ4,"22,306",Q6ZRZ4,Q6ZRZ4,Q6ZRZ4,Q6ZRZ4
14313,Q5SZB4,"47,639",Q5SZB4,Q5SZB4,Q5SZB4,Q5SZB4
14314,P56211,"12,323",P56211,P56211,P56211,P56211
14315,Q96MD7,"20,166",Q96MD7,Q96MD7,Q96MD7,Q96MD7
14316,O76071,"37,840",O76071,O76071,O76071,O76071
14317,Q9BPX5,"16,941",Q9BPX5,Q9BPX5,Q9BPX5,Q9BPX5
14318,Q8N365,"41,443",Q8N365,Q8N365,Q8N365,Q8N365
14319,Q96RK0,"163,820",Q96RK0,Q96RK0,Q96RK0,Q96RK0
14320,P59998,"19,667",P59998,P59998,P59998,P59998
14321,O60543,"24,687",O60543,O60543,O60543,O60543
14322,O75339,"132,565",O75339,O75339,O75339,O75339
14323,P36575,"42,778",P36575,P36575,P36575,P36575
14324,Q8N5I2,"45,981",Q8N5I2,Q8N5I2,Q8N5I2,Q8N5I2
14325,Q96B67,"46,395",Q96B67,Q96B67,Q96B67,Q96B67
14326,Q9NSE2,"28,663",Q9NSE2,Q9NSE2,Q9NSE2,Q9NSE2
14327,P0C7U1,"19,025",P0C7U1,P0C7U1,P0C7U1,P0C7U1
14328,O75390,"51,712",O75390,O75390,O75390,O75390
14329,Q13510,"44,660",Q13510,Q13510,Q13510,Q13510
14330,Q9NR71,"85,516",Q9NR71,Q9NR71,Q9NR71,Q9NR71
14331,Q495Z4,"20,099",Q495Z4,Q495Z4,Q495Z4,Q495Z4
14332,Q8WXH4,"35,367",Q8WXH4,Q8WXH4,Q8WXH4,Q8WXH4
14333,Q8WXK4,"33,943",Q8WXK4,Q8WXK4,Q8WXK4,Q8WXK4
14334,Q8WXK3,"30,007",Q8WXK3,Q8WXK3,Q8WXK3,Q8WXK3
14335,A6NK59,"65,331",A6NK59,A6NK59,A6NK59,A6NK59
14336,Q8WXJ9,"34,282",Q8WXJ9,Q8WXJ9,Q8WXJ9,Q8WXJ9
14337,Q6ZVZ8,"50,803",Q6ZVZ8,Q6ZVZ8,Q6ZVZ8,Q6ZVZ8
14338,Q9Y575,"57,745",Q9Y575,Q9Y575,Q9Y575,Q9Y575
14339,Q9Y574,"48,195",Q9Y574,Q9Y574,Q9Y574,Q9Y574
14340,Q9H672,"36,011",Q9H672,Q9H672,Q9H672,Q9H672
14341,Q9H765,"31,642",Q9H765,Q9H765,Q9H765,Q9H765
14342,Q8N9N2,"45,509",Q8N9N2,Q8N9N2,Q8N9N2,Q8N9N2
14343,Q8N3C0,"251,460",Q8N3C0,Q8N3C0,Q8N3C0,Q8N3C0
14344,P50553,"25,454",P50553,P50553,P50553,P50553
14345,Q99966,"19,896",Q99966,Q99966,Q99966,Q99966
14346,Q99967,"28,497",Q99967,Q99967,Q99967,Q99967
14347,Q9NQ33,"20,797",Q9NQ33,Q9NQ33,Q9NQ33,Q9NQ33
14348,Q96RK1,"18,569",Q96RK1,Q96RK1,Q96RK1,Q96RK1
14349,Q9ULZ3,"21,627",Q9ULZ3,Q9ULZ3,Q9ULZ3,Q9ULZ3
14350,Q9NVP2,"22,434",Q9NVP2,Q9NVP2,Q9NVP2,Q9NVP2
14351,Q9UHC3,"58,905",Q9UHC3,Q9UHC3,Q9UHC3,Q9UHC3
14352,P42127,"14,515",P42127,P42127,P42127,P42127
14353,Q5T742,"14,441",Q5T742,Q5T742,Q5T742,Q5T742
14354,A4QN01,"15,288",A4QN01,A4QN01,A4QN01,A4QN01
14355,P0C842,"13,547",P0C842,P0C842,P0C842,P0C842
14356,A0A1B0GUT2,"11,738",A0A1B0GUT2,A0A1B0GUT2,A0A1B0GUT2,A0A1B0GUT2
14357,Q9H5F2,"17,785",Q9H5F2,Q9H5F2,Q9H5F2,Q9H5F2
14358,Q96F05,"46,101",Q96F05,Q96F05,Q96F05,Q96F05
14359,Q96N53,"15,424",Q96N53,Q96N53,Q96N53,Q96N53
14360,Q8WZ69,"24,620",Q8WZ69,Q8WZ69,Q8WZ69,Q8WZ69
14361,Q8N5U0,"36,368",Q8N5U0,Q8N5U0,Q8N5U0,Q8N5U0
14362,Q9BVC5,"25,858",Q9BVC5,Q9BVC5,Q9BVC5,Q9BVC5
14363,Q96A22,"13,921",Q96A22,Q96A22,Q96A22,Q96A22
14364,Q8IXP5,"25,393",Q8IXP5,Q8IXP5,Q8IXP5,Q8IXP5
14365,Q6IPW1,"13,249",Q6IPW1,Q6IPW1,Q6IPW1,Q6IPW1
14366,Q8NBR9,"27,887",Q8NBR9,Q8NBR9,Q8NBR9,Q8NBR9
14367,Q86VG3,"25,407",Q86VG3,Q86VG3,Q86VG3,Q86VG3
14368,Q6NUJ2,"20,623",Q6NUJ2,Q6NUJ2,Q6NUJ2,Q6NUJ2
14369,Q6PI97,"19,340",Q6PI97,Q6PI97,Q6PI97,Q6PI97
14370,Q3C1V1,"20,547",Q3C1V1,Q3C1V1,Q3C1V1,Q3C1V1
14371,Q7Z7L8,"46,114",Q7Z7L8,Q7Z7L8,Q7Z7L8,Q7Z7L8
14372,A0A1B0GVM6,"13,914",A0A1B0GVM6,A0A1B0GVM6,A0A1B0GVM6,A0A1B0GVM6
14373,E9PRG8,"14,234",E9PRG8,E9PRG8,E9PRG8,E9PRG8
14374,Q96S95,"8,658",Q96S95,Q96S95,Q96S95,Q96S95
14375,Q96SN8,"215,038",Q96SN8,Q96SN8,Q96SN8,Q96SN8
14376,Q96JB5,"56,921",Q96JB5,Q96JB5,Q96JB5,Q96JB5
14377,Q14008,"225,495",Q14008,Q14008,Q14008,Q14008
14378,Q8IZ96,"18,576",Q8IZ96,Q8IZ96,Q8IZ96,Q8IZ96
14379,Q8TAZ6,"27,496",Q8TAZ6,Q8TAZ6,Q8TAZ6,Q8TAZ6
14380,Q96MX0,"19,714",Q96MX0,Q96MX0,Q96MX0,Q96MX0
14381,Q8IZR5,"25,828",Q8IZR5,Q8IZR5,Q8IZR5,Q8IZR5
14382,Q9NX76,"20,419",Q9NX76,Q9NX76,Q9NX76,Q9NX76
14383,Q96FZ5,"18,834",Q96FZ5,Q96FZ5,Q96FZ5,Q96FZ5
14384,Q9UBR5,"17,170",Q9UBR5,Q9UBR5,Q9UBR5,Q9UBR5
14385,Q9NWL6,"72,080",Q9NWL6,Q9NWL6,Q9NWL6,Q9NWL6
14386,Q8N5I9,"20,123",Q8N5I9,Q8N5I9,Q8N5I9,Q8N5I9
14387,Q96M19,"18,185",Q96M19,Q96M19,Q96M19,Q96M19
14388,Q32Q52,"21,196",Q32Q52,Q32Q52,Q32Q52,Q32Q52
14389,Q8N812,"14,959",Q8N812,Q8N812,Q8N812,Q8N812
14390,G3V211,"13,510",G3V211,G3V211,G3V211,G3V211
14391,P0DPE3,"33,577",P0DPE3,P0DPE3,P0DPE3,P0DPE3
14392,C9JDV5,"16,178",C9JDV5,C9JDV5,C9JDV5,C9JDV5
14393,Q6UXS0,"15,448",Q6UXS0,Q6UXS0,Q6UXS0,Q6UXS0
14394,Q6ZU45,"44,255",Q6ZU45,Q6ZU45,Q6ZU45,Q6ZU45
14395,P16619,"10,161",P16619,P16619,P16619,P16619
14396,Q96F83,"35,690",Q96F83,Q96F83,Q96F83,Q96F83
14397,Q8IUN9,"35,446",Q8IUN9,Q8IUN9,Q8IUN9,Q8IUN9
14398,Q9Y240,"35,695",Q9Y240,Q9Y240,Q9Y240,Q9Y240
14399,Q86T13,"51,636",Q86T13,Q86T13,Q86T13,Q86T13
14400,Q8NC01,"31,952",Q8NC01,Q8NC01,Q8NC01,Q8NC01
14401,Q6UVW9,"19,972",Q6UVW9,Q6UVW9,Q6UVW9,Q6UVW9
14402,Q92478,"17,307",Q92478,Q92478,Q92478,Q92478
14403,Q9UHP7,"21,849",Q9UHP7,Q9UHP7,Q9UHP7,Q9UHP7
14404,P26436,"28,156",P26436,P26436,P26436,P26436
14405,Q12797,"85,863",Q12797,Q12797,Q12797,Q12797
14406,Q8N1N0,"65,519",Q8N1N0,Q8N1N0,Q8N1N0,Q8N1N0
14407,Q6UXB4,"32,562",Q6UXB4,Q6UXB4,Q6UXB4,Q6UXB4
14408,Q9UJ71,"36,725",Q9UJ71,Q9UJ71,Q9UJ71,Q9UJ71
14409,Q9BXN2,"27,627",Q9BXN2,Q9BXN2,Q9BXN2,Q9BXN2
14410,Q13625,"125,616",Q13625,Q13625,Q13625,Q13625
14411,Q14CN2,"101,283",Q14CN2,Q14CN2,Q14CN2,Q14CN2
14412,O94989,"91,940",O94989,O94989,O94989,O94989
14413,Q5VV41,"80,105",Q5VV41,Q5VV41,Q5VV41,Q5VV41
14414,Q3L8U1,"326,022",Q3L8U1,Q3L8U1,Q3L8U1,Q3L8U1
14415,Q9Y4X5,"64,118",Q9Y4X5,Q9Y4X5,Q9Y4X5,Q9Y4X5
14416,O43633,"25,104",O43633,O43633,O43633,O43633
14417,Q9UQN3,"23,907",Q9UQN3,Q9UQN3,Q9UQN3,Q9UQN3
14418,Q96FZ7,"23,485",Q96FZ7,Q96FZ7,Q96FZ7,Q96FZ7
14419,Q9H9P2,"30,431",Q9H9P2,Q9H9P2,Q9H9P2,Q9H9P2
14420,Q99653,"22,456",Q99653,Q99653,Q99653,Q99653
14421,O43745,"22,452",O43745,O43745,O43745,O43745
14422,Q9P2E5,"85,948",Q9P2E5,Q9P2E5,Q9P2E5,Q9P2E5
14423,Q9Y3Y2,"26,397",Q9Y3Y2,Q9Y3Y2,Q9Y3Y2,Q9Y3Y2
14424,P0C843,"12,082",P0C843,P0C843,P0C843,P0C843
14425,Q9BUW7,"9,054",Q9BUW7,Q9BUW7,Q9BUW7,Q9BUW7
14426,Q8IXQ3,"21,063",Q8IXQ3,Q8IXQ3,Q8IXQ3,Q8IXQ3
14427,Q8TAL5,"52,222",Q8TAL5,Q8TAL5,Q8TAL5,Q8TAL5
14428,Q9NZ32,"46,307",Q9NZ32,Q9NZ32,Q9NZ32,Q9NZ32
14429,Q5W0N0,"18,115",Q5W0N0,Q5W0N0,Q5W0N0,Q5W0N0
14430,Q8N4C0,"16,682",Q8N4C0,Q8N4C0,Q8N4C0,Q8N4C0
14431,Q5T8R8,"31,184",Q5T8R8,Q5T8R8,Q5T8R8,Q5T8R8
14432,Q96LT7,"54,328",Q96LT7,Q96LT7,Q96LT7,Q96LT7
14433,A6NGG3,"8,520",A6NGG3,A6NGG3,A6NGG3,A6NGG3
14434,Q8NAJ2,"25,113",Q8NAJ2,Q8NAJ2,Q8NAJ2,Q8NAJ2
14435,B1AMM8,"8,554",B1AMM8,B1AMM8,B1AMM8,B1AMM8
14436,Q5T280,"42,009",Q5T280,Q5T280,Q5T280,Q5T280
14437,Q5BN46,"15,260",Q5BN46,Q5BN46,Q5BN46,Q5BN46
14438,A6NHY6,"7,904",A6NHY6,A6NHY6,A6NHY6,A6NHY6
14439,Q5T035,"20,715",Q5T035,Q5T035,Q5T035,Q5T035
14440,Q8WZB0,"14,715",Q8WZB0,Q8WZB0,Q8WZB0,Q8WZB0
14441,Q5VYM1,"117,724",Q5VYM1,Q5VYM1,Q5VYM1,Q5VYM1
14442,Q5VTT2,"26,445",Q5VTT2,Q5VTT2,Q5VTT2,Q5VTT2
14443,Q6ZV77,"20,001",Q6ZV77,Q6ZV77,Q6ZV77,Q6ZV77
14444,Q5JTZ5,"26,314",Q5JTZ5,Q5JTZ5,Q5JTZ5,Q5JTZ5
